date,data_block_id,county,is_business,product_type,eic_count,installed_capacity
2021/9/6,7,5,1,1,6,205.2
2021/9/6,7,5,1,3,65,2203.0
2021/9/6,7,6,1,3,6,324.2
2021/9/6,7,7,0,1,31,334.8
2021/9/6,7,7,0,2,5,50.5
2021/9/6,7,7,0,3,147,1832.56
2021/9/6,7,7,1,0,14,2018.6
2021/9/6,7,7,1,1,11,503.6
2021/9/6,7,7,1,3,37,1227.1
2021/9/6,7,8,0,1,11,83.0
2021/9/6,7,8,0,3,58,722.18
2021/9/6,7,8,1,3,17,751.7
2021/9/6,7,9,0,1,20,247.9
2021/9/6,7,9,0,3,89,1119.42
2021/9/6,7,9,1,1,11,324.0
2021/9/6,7,9,1,3,19,523.08
2021/9/6,7,10,0,1,19,240.7
2021/9/6,7,10,0,3,111,1368.0
2021/9/6,7,10,1,1,9,239.5
2021/9/6,7,10,1,2,5,121.5
2021/9/6,7,10,1,3,48,1852.9
2021/9/6,7,11,0,1,39,384.3
2021/9/6,7,11,0,2,8,107.5
2021/9/6,7,11,0,3,247,2965.27
2021/9/6,7,11,1,1,21,822.0
2021/9/6,7,11,1,2,8,105.0
2021/9/6,7,11,1,3,108,5523.4
2021/9/6,7,12,1,3,9,241.5
2021/9/6,7,13,0,1,10,118.2
2021/9/6,7,13,0,3,42,613.4
2021/9/6,7,13,1,3,29,1152.9
2021/9/6,7,14,0,1,18,260.0
2021/9/6,7,14,0,3,105,1423.36
2021/9/6,7,14,1,1,17,505.1
2021/9/6,7,14,1,3,67,3114.6
2021/9/6,7,15,0,1,10,83.2
2021/9/6,7,15,0,3,61,918.2
2021/9/6,7,15,1,1,7,325.0
2021/9/6,7,15,1,3,49,1778.7
2021/9/7,8,0,0,1,108,952.89
2021/9/7,8,0,0,2,17,166.4
2021/9/7,8,0,0,3,687,7199.88
2021/9/7,8,0,1,0,5,400.0
2021/9/7,8,0,1,1,43,1411.0
2021/9/7,8,0,1,3,265,13417.79
2021/9/7,8,1,0,1,7,80.0
2021/9/7,8,1,0,3,42,472.6
2021/9/7,8,1,1,3,12,295.5
2021/9/7,8,2,0,3,33,414.5
2021/9/7,8,2,1,3,22,581.5
2021/9/7,8,3,0,1,16,179.9
2021/9/7,8,3,0,3,47,677.03
2021/9/7,8,3,1,1,12,263.9
2021/9/7,8,3,1,3,38,2268.7
2021/9/7,8,4,0,1,9,72.2
2021/9/7,8,4,0,3,45,568.3
2021/9/7,8,4,1,0,10,855.0
2021/9/7,8,4,1,3,28,1084.0
2021/9/7,8,5,0,1,24,289.8
2021/9/7,8,5,0,3,89,1105.3
2021/9/7,8,5,1,0,5,1160.0
2021/9/7,8,5,1,1,6,205.2
2021/9/7,8,5,1,3,65,2203.0
2021/9/7,8,6,1,3,6,324.2
2021/9/7,8,7,0,1,31,334.8
2021/9/7,8,7,0,2,5,50.5
2021/9/7,8,7,0,3,147,1832.56
2021/9/7,8,7,1,0,14,2018.6
2021/9/7,8,7,1,1,11,503.6
2021/9/7,8,7,1,3,37,1227.1
2021/9/7,8,8,0,1,11,83.0
2021/9/7,8,8,0,3,58,722.18
2021/9/7,8,8,1,3,17,751.7
2021/9/7,8,9,0,1,20,247.9
2021/9/7,8,9,0,3,89,1119.42
2021/9/7,8,9,1,1,11,324.0
2021/9/7,8,9,1,3,19,523.08
2021/9/7,8,10,0,1,19,240.7
2021/9/7,8,10,0,3,111,1368.0
2021/9/7,8,10,1,1,9,239.5
2021/9/7,8,10,1,2,5,121.5
2021/9/7,8,10,1,3,48,1852.9
2021/9/7,8,11,0,1,39,384.3
2021/9/7,8,11,0,2,8,107.5
2021/9/7,8,11,0,3,247,2965.27
2021/9/7,8,11,1,1,21,822.0
2021/9/7,8,11,1,2,8,105.0
2021/9/7,8,11,1,3,108,5523.4
2021/9/7,8,12,1,3,9,241.5
2021/9/7,8,13,0,1,10,118.2
2021/9/7,8,13,0,3,42,613.4
2021/9/7,8,13,1,3,29,1152.9
2021/9/7,8,14,0,1,18,260.0
2021/9/7,8,14,0,3,105,1423.36
2021/9/7,8,14,1,1,17,505.1
2021/9/7,8,14,1,3,67,3114.6
2021/9/7,8,15,0,1,10,83.2
2021/9/7,8,15,0,3,61,918.2
2021/9/7,8,15,1,1,7,325.0
2021/9/7,8,15,1,3,49,1778.7
2021/9/8,9,0,0,1,108,952.89
2021/9/8,9,0,0,2,17,166.4
2021/9/8,9,0,0,3,687,7199.88
2021/9/8,9,0,1,0,5,400.0
2021/9/8,9,0,1,1,43,1411.0
2021/9/8,9,0,1,3,266,13467.79
2021/9/8,9,1,0,1,7,80.0
2021/9/8,9,1,0,3,42,472.6
2021/9/8,9,1,1,3,12,295.5
2021/9/8,9,2,0,3,33,414.5
2021/9/8,9,2,1,3,22,581.5
2021/9/8,9,3,0,1,16,179.9
2021/9/8,9,3,0,3,47,677.03
2021/9/8,9,3,1,1,12,263.9
2021/9/8,9,3,1,3,38,2268.7
2021/9/8,9,4,0,1,9,72.2
2021/9/8,9,4,0,3,45,568.3
2021/9/8,9,4,1,0,10,855.0
2021/9/8,9,4,1,3,28,1084.0
2021/9/8,9,5,0,1,24,289.8
2021/9/8,9,5,0,3,89,1105.3
2021/9/8,9,5,1,0,5,1160.0
2021/9/8,9,5,1,1,6,205.2
2021/9/8,9,5,1,3,65,2203.0
2021/9/8,9,6,1,3,6,324.2
2021/9/8,9,7,0,1,31,334.8
2021/9/8,9,7,0,2,5,50.5
2021/9/8,9,7,0,3,147,1832.56
2021/9/8,9,7,1,0,14,2018.6
2021/9/8,9,7,1,1,11,503.6
2021/9/8,9,7,1,3,37,1227.1
2021/9/8,9,8,0,1,11,83.0
2021/9/8,9,8,0,3,58,722.18
2021/9/8,9,8,1,3,17,751.7
2021/9/8,9,9,0,1,20,247.9
2021/9/8,9,9,0,3,89,1119.42
2021/9/8,9,9,1,1,11,324.0
2021/9/8,9,9,1,3,19,523.08
2021/9/8,9,10,0,1,19,240.7
2021/9/8,9,10,0,3,111,1368.0
2021/9/8,9,10,1,1,9,239.5
2021/9/8,9,10,1,2,5,121.5
2021/9/8,9,10,1,3,48,1852.9
2021/9/8,9,11,0,1,38,377.3
2021/9/8,9,11,0,2,8,107.5
2021/9/8,9,11,0,3,247,2965.27
2021/9/8,9,11,1,1,21,822.0
2021/9/8,9,11,1,2,8,105.0
2021/9/8,9,11,1,3,108,5523.4
2021/9/8,9,12,1,3,9,241.5
2021/9/8,9,13,0,1,10,118.2
2021/9/8,9,13,0,3,42,613.4
2021/9/8,9,13,1,3,29,1152.9
2021/9/8,9,14,0,1,18,260.0
2021/9/8,9,14,0,3,105,1423.36
2021/9/8,9,14,1,1,17,505.1
2021/9/8,9,14,1,3,67,3114.6
2021/9/8,9,15,0,1,10,83.2
2021/9/8,9,15,0,3,61,918.2
2021/9/8,9,15,1,1,7,325.0
2021/9/8,9,15,1,3,49,1778.7
2021/9/9,10,0,0,1,108,952.89
2021/9/9,10,0,0,2,17,166.4
2021/9/9,10,0,0,3,687,7199.88
2021/9/9,10,0,1,0,5,400.0
2021/9/9,10,0,1,1,43,1411.0
2021/9/9,10,0,1,3,266,13467.79
2021/9/9,10,1,0,1,7,80.0
2021/9/9,10,1,0,3,42,472.6
2021/9/9,10,1,1,3,12,295.5
2021/9/9,10,2,0,3,33,414.5
2021/9/9,10,2,1,3,22,581.5
2021/9/9,10,3,0,1,16,179.9
2021/9/9,10,3,0,3,47,677.03
2021/9/9,10,3,1,1,12,263.9
2021/9/9,10,3,1,3,38,2268.7
2021/9/9,10,4,0,1,9,72.2
2021/9/9,10,4,0,3,45,568.3
2021/9/9,10,4,1,0,10,855.0
2021/9/9,10,4,1,3,28,1084.0
2021/9/9,10,5,0,1,24,289.8
2021/9/9,10,5,0,3,89,1105.3
2021/9/9,10,5,1,0,5,1160.0
2021/9/9,10,5,1,1,6,205.2
2021/9/9,10,5,1,3,65,2203.0
2021/9/9,10,6,1,3,6,324.2
2021/9/9,10,7,0,1,31,334.8
2021/9/9,10,7,0,2,5,50.5
2021/9/9,10,7,0,3,147,1832.56
2021/9/9,10,7,1,0,14,2018.6
2021/9/9,10,7,1,1,11,503.6
2021/9/9,10,7,1,3,37,1227.1
2021/9/9,10,8,0,1,11,83.0
2021/9/9,10,8,0,3,58,722.18
2021/9/9,10,8,1,3,17,751.7
2021/9/9,10,9,0,1,20,247.9
2021/9/9,10,9,0,3,89,1119.42
2021/9/9,10,9,1,1,11,324.0
2021/9/9,10,9,1,3,19,523.08
2021/9/9,10,10,0,1,19,240.7
2021/9/9,10,10,0,3,111,1368.0
2021/9/9,10,10,1,1,9,239.5
2021/9/9,10,10,1,2,5,121.5
2021/9/9,10,10,1,3,48,1852.9
2021/9/9,10,11,0,1,38,377.3
2021/9/9,10,11,0,2,8,107.5
2021/9/9,10,11,0,3,247,2965.27
2021/9/9,10,11,1,1,21,822.0
2021/9/9,10,11,1,2,8,105.0
2021/9/9,10,11,1,3,108,5523.4
2021/9/9,10,12,1,3,9,241.5
2021/9/9,10,13,0,1,10,118.2
2021/9/9,10,13,0,3,42,613.4
2021/9/9,10,13,1,3,29,1152.9
2021/9/9,10,14,0,1,18,260.0
2021/9/9,10,14,0,3,105,1423.36
2021/9/9,10,14,1,1,17,505.1
2021/9/9,10,14,1,3,67,3114.6
2021/9/9,10,15,0,1,10,83.2
2021/9/9,10,15,0,3,61,918.2
2021/9/9,10,15,1,1,7,325.0
2021/9/9,10,15,1,3,49,1778.7
2021/9/10,11,0,0,1,108,952.89
2021/9/10,11,0,0,2,17,166.4
2021/9/10,11,0,0,3,687,7199.88
2021/9/10,11,0,1,0,5,400.0
2021/9/10,11,0,1,1,43,1411.0
2021/9/10,11,0,1,3,266,13467.79
2021/9/10,11,1,0,1,7,80.0
2021/9/10,11,1,0,3,42,472.6
2021/9/10,11,1,1,3,12,295.5
2021/9/10,11,2,0,3,33,414.5
2021/9/10,11,2,1,3,22,581.5
2021/9/10,11,3,0,1,16,179.9
2021/9/10,11,3,0,3,47,677.03
2021/9/10,11,3,1,1,12,263.9
2021/9/10,11,3,1,3,38,2268.7
2021/9/10,11,4,0,1,9,72.2
2021/9/10,11,4,0,3,45,568.3
2021/9/10,11,4,1,0,10,855.0
2021/9/10,11,4,1,3,28,1084.0
2021/9/10,11,5,0,1,24,289.8
2021/9/10,11,5,0,3,89,1105.3
2021/9/10,11,5,1,0,5,1160.0
2021/9/10,11,5,1,1,6,205.2
2021/9/10,11,5,1,3,65,2203.0
2021/9/10,11,6,1,3,6,324.2
2021/9/10,11,7,0,1,31,334.8
2021/9/10,11,7,0,2,5,50.5
2021/9/10,11,7,0,3,147,1832.56
2021/9/10,11,7,1,0,14,2018.6
2021/9/10,11,7,1,1,11,503.6
2021/9/10,11,7,1,3,37,1227.1
2021/9/10,11,8,0,1,11,83.0
2021/9/10,11,8,0,3,58,722.18
2021/9/10,11,8,1,3,17,751.7
2021/9/10,11,9,0,1,20,247.9
2021/9/10,11,9,0,3,89,1119.42
2021/9/10,11,9,1,1,11,324.0
2021/9/10,11,9,1,3,19,523.08
2021/9/10,11,10,0,1,19,240.7
2021/9/10,11,10,0,3,111,1368.0
2021/9/10,11,10,1,1,9,239.5
2021/9/10,11,10,1,2,5,121.5
2021/9/10,11,10,1,3,48,1852.9
2021/9/10,11,11,0,1,37,372.8
2021/9/10,11,11,0,2,9,112.0
2021/9/10,11,11,0,3,247,2965.27
2021/9/10,11,11,1,1,21,822.0
2021/9/10,11,11,1,2,8,105.0
2021/9/10,11,11,1,3,108,5523.4
2021/9/10,11,12,1,3,9,241.5
2021/9/10,11,13,0,1,10,118.2
2021/9/10,11,13,0,3,42,613.4
2021/9/10,11,13,1,3,29,1152.9
2021/9/10,11,14,0,1,18,260.0
2021/9/10,11,14,0,3,105,1423.36
2021/9/10,11,14,1,1,17,505.1
2021/9/10,11,14,1,3,67,3114.6
2021/9/10,11,15,0,1,10,83.2
2021/9/10,11,15,0,3,61,918.2
2021/9/10,11,15,1,1,7,325.0
2021/9/10,11,15,1,3,49,1778.7
2021/9/11,12,0,0,1,108,952.89
2021/9/11,12,0,0,2,17,166.4
2021/9/11,12,0,0,3,687,7199.88
2021/9/11,12,0,1,0,5,400.0
2021/9/11,12,0,1,1,43,1411.0
2021/9/11,12,0,1,3,266,13467.79
2021/9/11,12,1,0,1,7,80.0
2021/9/11,12,1,0,3,42,472.6
2021/9/11,12,1,1,3,12,295.5
2021/9/11,12,2,0,3,33,414.5
2021/9/11,12,2,1,3,22,581.5
2021/9/11,12,3,0,1,16,179.9
2021/9/11,12,3,0,3,47,677.03
2021/9/11,12,3,1,1,12,263.9
2021/9/11,12,3,1,3,38,2268.7
2021/9/11,12,4,0,1,9,72.2
2021/9/11,12,4,0,3,45,568.3
2021/9/11,12,4,1,0,10,855.0
2021/9/11,12,4,1,3,28,1084.0
2021/9/11,12,5,0,1,24,289.8
2021/9/11,12,5,0,3,89,1105.3
2021/9/11,12,5,1,0,5,1160.0
2021/9/11,12,5,1,1,6,205.2
2021/9/11,12,5,1,3,65,2203.0
2021/9/11,12,6,1,3,6,324.2
2021/9/11,12,7,0,1,31,334.8
2021/9/11,12,7,0,2,5,50.5
2021/9/11,12,7,0,3,147,1832.56
2021/9/11,12,7,1,0,14,2018.6
2021/9/11,12,7,1,1,11,503.6
2021/9/11,12,7,1,3,37,1227.1
2021/9/11,12,8,0,1,11,83.0
2021/9/11,12,8,0,3,58,722.18
2021/9/11,12,8,1,3,17,751.7
2021/9/11,12,9,0,1,20,247.9
2021/9/11,12,9,0,3,89,1119.42
2021/9/11,12,9,1,1,11,324.0
2021/9/11,12,9,1,3,19,523.08
2021/9/11,12,10,0,1,19,240.7
2021/9/11,12,10,0,3,111,1368.0
2021/9/11,12,10,1,1,9,239.5
2021/9/11,12,10,1,2,5,121.5
2021/9/11,12,10,1,3,48,1852.9
