datetime,date
67.0,67.0
67.0,67.0
67.0,67.0
67.0,67.0
67.0,67.0
67.0,67.0
67.0,67.0
67.0,67.0
66.0,66.0
66.0,66.0
66.0,66.0
65.0,65.0
65.0,65.0
65.0,
65.0,
